difficulty,grade,subject,language,question,optionA,optionB,optionC,optionD,correctOption,concept,hint
beginner,6,Chemistry,English,"Match: (a) Air – (1) Gas, (b) Stone – (2) Solid, (c) Milk – (3) Liquid","a-1,b-2,c-3","a-2,b-1,c-3","a-3,b-2,c-1","a-1,b-3,c-2",1,States,Basic states of matter
beginner,6,Chemistry,English,Fertilizer contains which element more?,Oxygen,Nitrogen,Iron,Sulphur,2,Fertilizer,NPK are main nutrients
beginner,6,Chemistry,English,Assertion: Liquids cannot be compressed. Reason: Particles are close together.,Both true,Both false,Assertion true only,Reason true only,1,Liquids,Particles closely packed
beginner,6,Chemistry,English,POP is suitable for?,Waterproof work,Bone setting,Food,Fuel,2,POP,Used in medicine
beginner,6,Chemistry,English,How is soap made?,Oil + Sodium hydroxide,Water + Salt,Stone + Lime,Gypsum + Lime,1,Soap,By saponification
beginner,6,Chemistry,English,How many are true? (a) POP dissolves in water (b) Soap dissolves in water (c) Detergent dissolves in water,1,2,3,0,2,Everyday,"(b),(c) true"
beginner,6,Chemistry,English,"""Gas can be compressed"" – True?",Yes,No,Sometimes,FALSE,1,Gases,Gases compress easily
beginner,6,Chemistry,English,POP = ?,Calcium carbonate,Calcium sulphate hemihydrate,Sodium chloride,Magnesium oxide,2,POP,POP = calcium sulphate hemihydrate
beginner,7,Chemistry,English,Which of the following is a physical change?,Rusting of iron,Melting of ice,Burning of paper,Cooking food,2,Physical & Chemical Changes,Physical changes can be reversed
beginner,7,Chemistry,English,Water changes into vapor when heated. This process is called?,Condensation,Crystallization,Evaporation,Melting,3,Separation of Substances,Heat causes liquid to gas change
beginner,7,Chemistry,English,Which of the following is an element?,Water,Salt,Oxygen,Sugar,3,Elements,Oxygen is a pure element
beginner,7,Chemistry,English,"Match the following: (a) Water – (1) Compound, (b) Oxygen – (2) Element, (c) Salt – (3) Compound","a-1,b-2,c-3","a-2,b-1,c-3","a-3,b-2,c-1","a-1,b-3,c-2",1,Elements & Compounds,"Water and salt are compounds, oxygen is element"
beginner,7,Chemistry,English,Assertion: Evaporation causes cooling. Reason: It absorbs heat from surroundings.,Assertion true only,Reason true only,"Both true, reason explains",Both false,3,Evaporation,Heat is taken from surroundings
beginner,7,Chemistry,English,Which of the following is a chemical change?,Melting of butter,Cutting of wood,Burning of candle,Dissolving sugar in water,3,Chemical Changes,New substance is formed
beginner,7,Chemistry,English,Which one is odd?,Nitrogen,Oxygen,Carbon,Water,4,Elements & Compounds,"Water is a compound, others are elements"
beginner,7,Chemistry,English,Number of true statements: (a) Hydrogen is a gas (b) Water is an element (c) Salt is a compound,1,2,3,0,2,Elements & Compounds,(a) and (c) are correct
beginner,7,Chemistry,English,Which process is used to obtain pure salt from seawater?,Filtration,Crystallization,Condensation,Melting,2,Separation,Salt is obtained by crystallization
beginner,7,Chemistry,English,Atoms combine to form?,Elements,Compounds,Molecules,Mixtures,3,Molecules,Molecules are group of atoms
beginner,7,Chemistry,English,Which of the following is not a mixture?,Air,Soil,Milk,Carbon dioxide,4,Elements & Compounds,CO₂ is a compound
beginner,7,Chemistry,English,Which property is common for liquids?,Fixed shape,Fixed volume,Cannot flow,Compressible easily,2,States of Matter,Liquids have volume but no shape
beginner,7,Chemistry,English,Which of the following shows a chemical reaction?,Dissolving salt,Ice melting,Burning wood,Breaking glass,3,Chemical Changes,Burning forms new substances
beginner,7,Chemistry,English,"Match the following: (a) Evaporation – (1) Liquid to gas, (b) Condensation – (2) Gas to liquid, (c) Freezing – (3) Liquid to solid","a-1,b-2,c-3","a-2,b-3,c-1","a-3,b-2,c-1","a-1,b-3,c-2",1,States,Each process has unique phase change
beginner,7,Chemistry,English,Which element has atomicity 2?,Helium,Oxygen,Sulphur,Phosphorus,2,Atomicity,O₂ has diatomic molecules
beginner,7,Chemistry,English,Which of the following is a homogeneous mixture?,Air,Sand and water,Oil and water,Soil,1,Mixtures,Air is uniform mixture
beginner,7,Chemistry,English,Assertion: Burning of wood is chemical change. Reason: It produces ash and gases.,Assertion true only,Reason true only,"Both true, reason explains",Both false,3,Chemical Changes,New substances form
beginner,7,Chemistry,English,Which one is odd?,Copper,Iron,Water,Silver,3,Elements,Water is not a metal element
beginner,7,Chemistry,English,Which of the following is an indicator of chemical change?,Change in color,Change in shape,Change in size,Change in state,1,Chemical Change,Color change shows new product
beginner,7,Chemistry,English,Which separation method is used for kerosene and water?,Sedimentation,Decantation,Filtration,Separating funnel,4,Separation,Two immiscible liquids
beginner,7,Chemistry,English,Number of true statements: (a) Metals are elements (b) Compounds are pure (c) Mixtures have fixed composition,1,2,3,0,2,Elements/Compounds,"(a),(b) correct"
beginner,7,Chemistry,English,Which is a chemical change?,Rusting of iron,Ice melting,Dissolving sugar,Cutting paper,1,Chemical,Rust forms new compound
beginner,7,Chemistry,English,Which state of matter is compressible?,Solid,Liquid,Gas,Plasma,3,States,Gases compress easily
beginner,7,Chemistry,English,"Match: (a) Sulphur – (1) S, (b) Oxygen – (2) O, (c) Hydrogen – (3) H","a-1,b-2,c-3","a-2,b-1,c-3","a-3,b-2,c-1","a-1,b-3,c-2",1,Elements,Symbols of elements
beginner,7,Chemistry,English,Evaporation is faster when?,Temperature is low,Air is still,Temperature is high,Area is small,3,Evaporation,Heat increases evaporation
beginner,7,Chemistry,English,Which one is odd?,Crystallization,Condensation,Evaporation,Digestion,4,Changes,Digestion is chemical
beginner,7,Chemistry,English,Which is a triatomic molecule?,O₂,O₃,N₂,He,2,Atomicity,Ozone has 3 atoms
beginner,7,Chemistry,English,Assertion: Salt solution is a mixture. Reason: It can be separated by evaporation.,Assertion true only,Reason true only,"Both true, reason explains",Both false,3,Mixtures,Separation possible
beginner,7,Chemistry,English,Which method purifies drinking water?,Filtration,Distillation,Crystallization,Evaporation,1,Separation,Filters remove impurities
beginner,7,Chemistry,English,Number of true statements: (a) Compounds have fixed ratio (b) Mixtures have variable ratio (c) Elements are formed by mixture,1,2,3,0,2,Compounds/Mixtures,"(a),(b) true"
beginner,7,Chemistry,English,"Match: (a) Freezing – (1) Liquid to solid, (b) Melting – (2) Solid to liquid, (c) Sublimation – (3) Solid to gas","a-1,b-2,c-3","a-2,b-3,c-1","a-3,b-2,c-1","a-1,b-3,c-2",1,States,Correct phase changes
beginner,7,Chemistry,English,Which one is odd?,Iron,Copper,Aluminium,Sugar,4,Elements/Compounds,Sugar is compound
beginner,7,Chemistry,English,Which factor increases rusting?,Oil coating,Painting,Moisture,Grease,3,Rusting,Moisture speeds rust
beginner,7,Chemistry,English,Which separation method is used in making salt from sea?,Filtration,Crystallization,Distillation,Chromatography,2,Separation,Salt crystals form
beginner,7,Chemistry,English,Assertion: Mixtures can be separated physically. Reason: Components are not chemically combined.,Assertion true only,Reason true only,"Both true, reason explains",Both false,3,Mixtures,No chemical bond present
beginner,7,Chemistry,English,Which of the following is irreversible?,Melting of ice,Boiling of water,Burning of paper,Dissolving sugar,3,Chemical,Paper turns to ash
beginner,7,Chemistry,English,Which is odd?,Nitrogen,Helium,Oxygen,Salt,4,Elements,Salt is compound
beginner,7,Chemistry,English,Which property is shown by gases?,Fixed volume,Fixed shape,Highly compressible,Rigid,3,Gases,Compressible
beginner,7,Chemistry,English,Which separation method is used for colored substances?,Chromatography,Filtration,Sedimentation,Crystallization,1,Separation,"Used for inks, colors"
beginner,7,Chemistry,English,Number of true statements: (a) Elements are pure (b) Compounds are mixtures (c) Gases can be compressed,1,2,3,0,2,Elements,"(a),(c) correct"
beginner,7,Chemistry,English,"Match: (a) Rusting – (1) Chemical change, (b) Melting ice – (2) Physical change, (c) Burning – (3) Chemical change","a-1,b-2,c-3","a-2,b-1,c-3","a-3,b-2,c-1","a-1,b-3,c-2",1,Changes,Different changes
beginner,7,Chemistry,English,Which element is used in making pencils?,Iron,Lead (graphite),Copper,Aluminium,2,Elements,Graphite is carbon
beginner,7,Chemistry,English,Which is a chemical change?,Boiling water,Condensation,Cooking rice,Melting ice,3,Changes,Cooking is irreversible
beginner,7,Chemistry,English,Assertion: Compounds have fixed ratio. Reason: Atoms combine in definite proportion.,Assertion true only,Reason true only,"Both true, reason explains",Both false,3,Compounds,Law of definite proportion
beginner,7,Chemistry,English,Which process is reverse of evaporation?,Condensation,Melting,Freezing,Sublimation,1,States,Gas to liquid
beginner,7,Chemistry,English,Which one is odd?,Evaporation,Melting,Condensation,Photosynthesis,4,Changes,Photosynthesis is chemical
